title,link,description,cap_xet_xu,ap_dung_an_le,loai,dinh_chinh,thong_tin,pdf_link
Quyết định:số 961 ngày 21/11/2024 của TAND TP. Hồ Chí Minh(29.03.2025),https://congbobanan.toaan.gov.vn/2ta1751346t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng chuyển đổi quyền sử dụng đất,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Ông Nguyễn Văn P1 và bà Lê Thị Túy P2 khởi kiện ông Nguyễn Thành T về việc tranh chấp quyền sử dụng đất,https://congbobanan.toaan.gov.vn/5ta1751346t1cvn/Quyet_dinh_dinh_chi_giai_quyet_vu_an_dan_su_so_tham_so_9612024QDSTDS_n.pdf
Quyết định:số 172 ngày 27/02/2025 của TAND TP. Hồ Chí Minh(29.03.2025),https://congbobanan.toaan.gov.vn/2ta1751359t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Nguyên đơn kháng Bản án dân sự sơ thẩm số 4585/2024/DS-ST ngày 24/9/2024 của Tòa án nhân dân thành phố Thủ Đức, Thành phố Hồ Chí Minh nhưng rút kháng cáo",https://congbobanan.toaan.gov.vn/5ta1751359t1cvn/Quyet_dinh_dinh_chi_xet_xu_phuc_tham_vu_an_dan_su_so_1722025QDPT_ngay_.pdf
Quyết định:số 1061 ngày 23/12/2024 của TAND TP. Hồ Chí Minh(29.03.2025),https://congbobanan.toaan.gov.vn/2ta1751363t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng đặt cọc,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Xét kháng cáo đối với Quyết định đình chỉ giải quyết vụ án dân sự số 835/2024/QĐST-DS ngày 30 tháng 9 năm 2024 của Tòa án nhân dân quận Tân Bình, Thành phố Hồ Chí Minh",https://congbobanan.toaan.gov.vn/5ta1751363t1cvn/Quyet_dinh_giai_quyet_khang_cao_doi_voi_quyet_dinh_dinh_chi_giai_quyet.pdf
Quyết định:số 971 ngày 28/11/2024 của TAND TP. Hồ Chí Minh(29.03.2025),https://congbobanan.toaan.gov.vn/2ta1751369t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về quyền sở hữu và các quyền khác đối với tài sản,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Nguyên đơn kháng cáo Bản án dân sự sơ thẩm số 3441/2024/DS-ST ngày 30/7/2024 của Tòa án nhân dân thành phố Thủ Đức, Thành phố Hồ Chí Minh nhưng vắng mặt xét xử lần thứ hai nên đình chỉ xét xử phúc thẩm",https://congbobanan.toaan.gov.vn/5ta1751369t1cvn/Quyet_dinh_dinh_chi_phuc_tham_so_9712024QDPT_ngay_28112024.pdf
Bản án:số 204 ngày 10/06/2024 của TAND TP. Hồ Chí Minh(29.03.2025),https://congbobanan.toaan.gov.vn/2ta1751070t1cvn/chi-tiet-ban-an,"Đối tượng khởi kiện:QĐ hành chính, hành vi hành chính về quản lý đất đai trong trường hợp giao đất, cho thuê đất, thu hồi đất, trưng dụng đất, cho phép chuyển mục đích sử dụng đất; bồi thường, hỗ trợ, giải phóng mặt bằng, tái định cư…",Sơ thẩm,Không,Hành chính,0,Thông tin về vụ án:Khiếu kiện quyết định hành chính,https://congbobanan.toaan.gov.vn/5ta1751070t1cvn/HC_HUYNH_KIM_B__UBND_HUYEN_N.pdf
Bản án:số 903 ngày 17/10/2024 của TAND TP. Hồ Chí Minh(29.03.2025),https://congbobanan.toaan.gov.vn/2ta1751009t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng hợp tác,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Tranh chấp hợp đồng mua bán trái phiếu doanh nghiệp,https://congbobanan.toaan.gov.vn/5ta1751009t1cvn/BAN_AN_903.pdf
Bản án:số 207 ngày 08/07/2024 của TAND TP. Hồ Chí Minh(29.03.2025),https://congbobanan.toaan.gov.vn/2ta1751014t1cvn/chi-tiet-ban-an,"Đối tượng khởi kiện:QĐ hành chính, hành vi hành chính về quản lý đất đai trong trường hợp giao đất, cho thuê đất, thu hồi đất, trưng dụng đất, cho phép chuyển mục đích sử dụng đất; bồi thường, hỗ trợ, giải phóng mặt bằng, tái định cư…",Sơ thẩm,Không,Hành chính,0,Thông tin về vụ án:Khiếu kiện quyết định hành chính,https://congbobanan.toaan.gov.vn/5ta1751014t1cvn/BAN_AN_207.pdf
Quyết định:số 16 ngày 16/01/2025 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1749600t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Yêu cầu liên quan việc trọng tài thương mại Việt Nam giải quyết tranh chấp theo quy định của pháp luật về Trọng tài thương mại,Sơ thẩm,Không,Kinh doanh thương mại,0,Thông tin về vụ/việc:Người yêu cầu yêu cầu hủy phán quyết trọng tài,https://congbobanan.toaan.gov.vn/5ta1749600t1cvn/16HPQTT.pdf
Bản án:số 273 ngày 31/12/2025 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1749608t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về cung ứng dịch vụ,Phúc thẩm,Không,Kinh doanh thương mại,0,Thông tin về vụ/việc:Nguyên đơn yêu cầu bị đơn trả tiền từ hợp đồng dịch vụ,https://congbobanan.toaan.gov.vn/5ta1749608t1cvn/273KTPT.pdf
Quyết định:số 35 ngày 26/02/2025 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1749621t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Yêu cầu liên quan việc trọng tài thương mại Việt Nam giải quyết tranh chấp theo quy định của pháp luật về Trọng tài thương mại,Sơ thẩm,Không,Kinh doanh thương mại,0,Thông tin về vụ/việc:Người yêu cầu yêu cầu hủy phán quyết trọng tài,https://congbobanan.toaan.gov.vn/5ta1749621t1cvn/35HPQTT.pdf
Quyết định:số 275 ngày 31/12/2025 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1749632t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về cung ứng dịch vụ,Phúc thẩm,Không,Kinh doanh thương mại,0,Thông tin về vụ/việc:Nguyên đơn yêu cầu bị đơn trả tiền thi công còn thiếu,https://congbobanan.toaan.gov.vn/5ta1749632t1cvn/275KTPT.pdf
Bản án:số 891 ngày 30/09/2024 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1748634t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về quyền sở hữu và các quyền khác đối với tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Nguyên đơn bà Dương Thị Báu khởi kiện bị đơn bà Trương Thị Lệ về tranh chấp đòi quyền sử dụng đất,https://congbobanan.toaan.gov.vn/5ta1748634t1cvn/891_DUONG_THI_BAU.pdf
Bản án:số 244 ngày 27/09/2024 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1748677t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng tín dụng,Phúc thẩm,Không,Kinh doanh thương mại,0,Thông tin về vụ/việc:Nguyên đơn Ngân hàng Việt Nam Thịnh Vượng khởi kiện bị đơn Công ty TNHH Vận tải Dầu khí Lê Hoàng về hợp đồng tín dụng,https://congbobanan.toaan.gov.vn/5ta1748677t1cvn/244_Ngan_hang_VNTV__LE_HOANG_phat_hanh.pdf
Quyết định:số 211 ngày 24/04/2024 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1748247t1cvn/chi-tiet-ban-an,"Đối tượng khởi kiện:QĐ hành chính, hành vi hành chính trong việc cấp, thu hồi giấy phép về xây dựng cơ bản, sản xuất, kinh doanh; giấy chứng nhận đăng ký kinh doanh và chứng chỉ hành nghề hoặc khiếu kiện QĐ hành chính, hành vi hành chính khác liên quan đến hoạt động kinh doanh, tài chính của thương nhân",Sơ thẩm,Không,Hành chính,0,Thông tin về vụ án:khiếu kiện hành chính,https://congbobanan.toaan.gov.vn/5ta1748247t1cvn/DO_VAN_THO.pdf
Bản án:số 63 ngày 20/03/2024 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1747702t1cvn/chi-tiet-ban-an,"Đối tượng khởi kiện:QĐ hành chính, hành vi hành chính trong việc cấp, thu hồi giấy phép về xây dựng cơ bản, sản xuất, kinh doanh; giấy chứng nhận đăng ký kinh doanh và chứng chỉ hành nghề hoặc khiếu kiện QĐ hành chính, hành vi hành chính khác liên quan đến hoạt động kinh doanh, tài chính của thương nhân",Sơ thẩm,Không,Hành chính,0,Thông tin về vụ án:Hủy quyết định hành chính,https://congbobanan.toaan.gov.vn/5ta1747702t1cvn/Ban_an_so_tham_Pham_Kim_Chan_phat_hanh.pdf
Bản án:số 89 ngày 29/03/2024 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1747691t1cvn/chi-tiet-ban-an,"Đối tượng khởi kiện:QĐ hành chính, hành vi hành chính trong việc cấp, thu hồi giấy phép về xây dựng cơ bản, sản xuất, kinh doanh; giấy chứng nhận đăng ký kinh doanh và chứng chỉ hành nghề hoặc khiếu kiện QĐ hành chính, hành vi hành chính khác liên quan đến hoạt động kinh doanh, tài chính của thương nhân",Sơ thẩm,Không,Hành chính,0,Thông tin về vụ án:Hủy quyết định hành chính trái pháp luật,https://congbobanan.toaan.gov.vn/5ta1747691t1cvn/89_HCST_NGUYEN_NGOC_HUYNH_2932024_PH.pdf
Bản án:số 391 ngày 28/06/2024 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1747689t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Y/c tuyên bố hoặc hủy bỏ quyết định tuyên bố một người đã chết,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Tuyên bố ông Trần Hoàng Hải là đã chết,https://congbobanan.toaan.gov.vn/5ta1747689t1cvn/391_DSST_TRAN_HOANG_MINH_28624.pdf
Bản án:số 629 ngày 11/07/2024 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1747676t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Bà Lê Thị Nhâm kiện yêu cầu bà Nguyễn Thị Thu Hiền trả số tiền vay,https://congbobanan.toaan.gov.vn/5ta1747676t1cvn/629_DSPT_LE_THI_NHAM_11724_PH.pdf
Bản án:số 265 ngày 25/03/2024 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1747659t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Đòi bồi thường thiệt hại ngoài hợp đồng về tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Bà Hồng yêu cầu ngân hàng phải bồi thường thiệt hại,https://congbobanan.toaan.gov.vn/5ta1747659t1cvn/265_DSPT_NGUYEN_THI_THU_HONG_25324.pdf
Quyết định:số 121 ngày 22/04/2024 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1748253t1cvn/chi-tiet-ban-an,"Đối tượng khởi kiện:QĐ hành chính, hành vi hành chính về quản lý đất đai trong trường hợp giao đất, cho thuê đất, thu hồi đất, trưng dụng đất, cho phép chuyển mục đích sử dụng đất; bồi thường, hỗ trợ, giải phóng mặt bằng, tái định cư…",Sơ thẩm,Không,Hành chính,0,Thông tin về vụ án:khiếu kiện hành chính,https://congbobanan.toaan.gov.vn/5ta1748253t1cvn/DO_VAN_THO.pdf
Quyết định:số 232 ngày 21/06/2024 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1748264t1cvn/chi-tiet-ban-an,"Đối tượng khởi kiện:QĐ hành chính, hành vi hành chính về quản lý đất đai trong trường hợp giao đất, cho thuê đất, thu hồi đất, trưng dụng đất, cho phép chuyển mục đích sử dụng đất; bồi thường, hỗ trợ, giải phóng mặt bằng, tái định cư…",Sơ thẩm,Không,Hành chính,0,Thông tin về vụ án:khiếu kiện hành chính,https://congbobanan.toaan.gov.vn/5ta1748264t1cvn/PHAM_NGOC_PHUONG.pdf
Bản án:số 239 ngày 26/09/2024 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1747769t1cvn/chi-tiet-ban-an,Đối tượng khởi kiện:QĐ xử phạt vi phạm hành chính,Sơ thẩm,Không,Hành chính,0,Thông tin về vụ án:khiếu kiện hành chính,https://congbobanan.toaan.gov.vn/5ta1747769t1cvn/NGAN_HANG_THUONG_MAI.pdf
Bản án:số 27 ngày 30/09/2024 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1748209t1cvn/chi-tiet-ban-an,Đối tượng khởi kiện:QĐ xử phạt vi phạm hành chính,Phúc thẩm,Không,Hành chính,0,Thông tin về vụ án:Khiếu kiện quyết định hành chính,https://congbobanan.toaan.gov.vn/5ta1748209t1cvn/27_Hoa_Ngoc_TCAQ7.pdf
Bản án:số 242 ngày 26/09/2024 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1748213t1cvn/chi-tiet-ban-an,"Quan hệ pháp luật:Tranh chấp về thuê, cho thuê, thuê mua",Phúc thẩm,Không,Kinh doanh thương mại,0,Thông tin về vụ/việc:Tranh chấp hợp đồng thuê quyền sử dụng đất,https://congbobanan.toaan.gov.vn/5ta1748213t1cvn/242_Cong_ty_Cong_ich_TD__Cong_ty_khoang_san_SG.pdf
Bản án:số 253 ngày 30/09/2024 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1748217t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về mua bán hàng hóa,Phúc thẩm,Không,Kinh doanh thương mại,0,Thông tin về vụ/việc:Tranh chấp về mua bán hàng hóa,https://congbobanan.toaan.gov.vn/5ta1748217t1cvn/253_Cong_ty_TNHH_TMDV_Van_tai_N.pdf
Bản án:số 29 ngày 09/12/2024 của TAND TP. Hồ Chí Minh(28.03.2025),https://congbobanan.toaan.gov.vn/2ta1748218t1cvn/chi-tiet-ban-an,Đối tượng khởi kiện:QĐ xử phạt vi phạm hành chính,Phúc thẩm,Không,Hành chính,0,Thông tin về vụ án:QD xử phạt vi phạm hành chính,https://congbobanan.toaan.gov.vn/5ta1748218t1cvn/nguyen_thi_kim_P.pdf
Bản án:số 1039 ngày 17/12/2024 của TAND TP. Hồ Chí Minh(27.03.2025),https://congbobanan.toaan.gov.vn/2ta1747738t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng chuyển nhượng quyền sử dụng đất,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Ông Nguyễn Phong V khởi kiện ông Nguyễn Việt D, ông Nguyễn Thanh P, bà Dương Thị Kim T yêu cầu tranh chấp hợp đồng góp vốn, hợp đồng chuyển nhượng quyền sử dụng đất và đòi quyền sử dụng đất",https://congbobanan.toaan.gov.vn/5ta1747738t1cvn/Ban_an_dan_su_phuc_tham_so_10392024DSPT_ngay_17122024.pdf
Bản án:số 1069 ngày 24/12/2024 của TAND TP. Hồ Chí Minh(27.03.2025),https://congbobanan.toaan.gov.vn/2ta1747742t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Đòi bồi thường thiệt hại ngoài hợp đồng về tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Bà Huỳnh Thị Dạ T khởi kiện ông Trần Hoàng B về tranh chấp bồi thường thiệt hại ngoài hợp đồng,https://congbobanan.toaan.gov.vn/5ta1747742t1cvn/Ban_an_dan_su_phuc_tham_so_10692024DSPT_ngay_24122024.pdf
Bản án:số 970 ngày 28/11/2024 của TAND TP. Hồ Chí Minh(27.03.2025),https://congbobanan.toaan.gov.vn/2ta1747719t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng hợp tác,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Bà Nguyễn Thị Phương N khởi kiện Công ty Cổ phần Phát triển Thành phố X về việc tranh chấp hợp đồng ký quỹ,https://congbobanan.toaan.gov.vn/5ta1747719t1cvn/Ban_an_dan_su_phuc_tham_so_9702024DSPT_ngay_28112024.pdf
Quyết định:số 960 ngày 26/11/2024 của TAND TP. Hồ Chí Minh(27.03.2025),https://congbobanan.toaan.gov.vn/2ta1747715t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp quyền sử dụng đất,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Nguyên đơn bà Nguyễn Thị P kháng cáo Quyết định đình chỉ giải quyết vụ án dân sự số 660/2024/QĐST-DS ngày 30/8/2024 của Tòa án nhân dân huyện Bình Chánh, Thành phố Hồ Chí Minh nhưng không được cấp phúc thẩm chấp nhận. Giữ nguyên Quyết định đình chỉ giải quyết vụ án dân sự số 660/2024/QĐST-DS ngày 30/8/2024 của Tòa án nhân dân huyện Bình Chánh, Thành phố Hồ Chí Minh về việc “Tranh chấp Hợp đồng chuyển nhượng quyền sử dụng đất”",https://congbobanan.toaan.gov.vn/5ta1747715t1cvn/Quyet_dinh_giai_quyet_viec_khang_cao_doi_voi_quyet_dinh_dinh_chi_giai_.pdf
Bản án:số 06 ngày 07/01/2025 của TAND TP. Hồ Chí Minh(27.03.2025),https://congbobanan.toaan.gov.vn/2ta1747369t1cvn/chi-tiet-ban-an,"Đối tượng khởi kiện:QĐ hành chính, hành vi hành chính về quản lý đất đai trong trường hợp giao đất, cho thuê đất, thu hồi đất, trưng dụng đất, cho phép chuyển mục đích sử dụng đất; bồi thường, hỗ trợ, giải phóng mặt bằng, tái định cư…",Sơ thẩm,Không,Hành chính,0,"Thông tin về vụ án:Khiếu kiện quyết định hành chính trong lĩnh vực thu hồi, bồi thường, hỗ trợ tái định cư",https://congbobanan.toaan.gov.vn/5ta1747369t1cvn/sample_2.pdf
Bản án:số 06 ngày 07/01/2025 của TAND TP. Hồ Chí Minh(27.03.2025),https://congbobanan.toaan.gov.vn/2ta1747373t1cvn/chi-tiet-ban-an,"Đối tượng khởi kiện:QĐ hành chính, hành vi hành chính về quản lý đất đai trong trường hợp giao đất, cho thuê đất, thu hồi đất, trưng dụng đất, cho phép chuyển mục đích sử dụng đất; bồi thường, hỗ trợ, giải phóng mặt bằng, tái định cư…",Sơ thẩm,Không,Hành chính,0,"Thông tin về vụ án:Khiếu kiện quyết định hành chính trong lĩnh vực thu hồi, bồi thường, hỗ trợ tái định cư",https://congbobanan.toaan.gov.vn/5ta1747373t1cvn/sample.pdf
Quyết định:số 65 ngày 05/03/2025 của TAND TP. Hồ Chí Minh(21.03.2025),https://congbobanan.toaan.gov.vn/2ta1741522t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:Ông Nguyen H T và bà Ngô Thị Thu T1 thuận tình ly hôn.,https://congbobanan.toaan.gov.vn/5ta1741522t1cvn/65__2025__HNST__KHONG__050325.pdf
Bản án:số 25 ngày 26/07/2024 của TAND TP. Hồ Chí Minh(20.03.2025),https://congbobanan.toaan.gov.vn/2ta1740759t1cvn/chi-tiet-ban-an,"Đối tượng khởi kiện:QĐ hành chính, hành vi hành chính về quản lý đất đai trong trường hợp giao đất, cho thuê đất, thu hồi đất, trưng dụng đất, cho phép chuyển mục đích sử dụng đất; bồi thường, hỗ trợ, giải phóng mặt bằng, tái định cư…",Phúc thẩm,Không,Hành chính,0,"Thông tin về vụ án:Bác kháng cáo, giữ nguyên bản án sơ thẩm",https://congbobanan.toaan.gov.vn/5ta1740759t1cvn/Chung_Thi_Lang.pdf
Bản án:số 05 ngày 03/01/2025 của TAND TP. Hồ Chí Minh(19.03.2025),https://congbobanan.toaan.gov.vn/2ta1739467t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về thừa kế tài sản,Sơ thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:1/- Nguyên đơn: Ông Nguyễn Đào H; địa chỉ: E Khu dân cư V, phường P, thành phố P, tỉnh Bình Thuận.
Người đại diện theo uỷ quyền: Ông Nguyễn Đào M; địa chỉ: C B N, phường Đ, thành phố P, tỉnh Bình Thuận. 
2/- Bị đơn: Ông Nguyễn Đào S; địa chỉ: 4 N, Phường B, Quận C, Thành phố Hồ Chí Minh.",https://congbobanan.toaan.gov.vn/5ta1739467t1cvn/BAST__1.pdf
Quyết định:số 936 ngày 29/11/2024 của TAND TP. Hồ Chí Minh(19.03.2025),https://congbobanan.toaan.gov.vn/2ta1739482t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Sơ thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:1. Nguyên đơn: Ông Quách Quí D, sinh năm 1966 và bà Huỳnh Thị R, sinh năm 1968; cùng địa chỉ: Số E ấp H, xã B, huyện H, Thành phố Hồ Chí Minh.
2. Bị đơn: Ông Nguyễn Thanh K, sinh năm: 1955 và bà Tô Kim T, sinh năm 1955; cùng địa chỉ: G đường T, Phường A, Quận A, Thành phố Hồ Chí Minh.",https://congbobanan.toaan.gov.vn/5ta1739482t1cvn/QDDCXXPT__3docx.pdf
Quyết định:số 936 ngày 06/11/2024 của TAND TP. Hồ Chí Minh(19.03.2025),https://congbobanan.toaan.gov.vn/2ta1739488t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về thừa kế tài sản,Sơ thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:1/- Nguyên đơn: Ông Trần Ngọc P (Tran N), sinh năm: 1953, địa chỉ: A Park St . C. 2194. NSW, Australia.
Người đại diện theo ủy quyền: Bà Lê Hoài G, sinh năm: 1978; địa chỉ: 4 đường N, Phường F, quận B, Thành phố Hồ Chí Minh.
2/-Bị đơn: Bà Trần Thị Ngọc H (L Huong N), sinh năm: 1952; địa chỉ: E C, B, Q, Australia.
Người đại diện theo ủy quyền: Bà Lê Thị Thanh B, sinh năm 1997; địa chỉ: C M, phường Đ, Quận A, Thành phố Hồ Chí Minh.",https://congbobanan.toaan.gov.vn/5ta1739488t1cvn/QDCNTT__2.pdf
Quyết định:số 975 ngày 29/11/2024 của TAND TP. Hồ Chí Minh(19.03.2025),https://congbobanan.toaan.gov.vn/2ta1739497t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp quyền sử dụng đất,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:1/- Nguyên đơn: Bà Phan Thị T, sinh năm: 1969; địa chỉ: Lô B, đường C, khu phố G, thị trấn C, huyện C, Tp .. 
Người đại diện theo uỷ quyền: 
1.1. Ông Nguyễn Minh H, sinh năm 1970; địa chỉ: C, khu phố A, phường L, thành phố T, Thành phố Hồ Chí Minh. 
1.2. Ông Lê Hữu C; địa chỉ: 1 đường K, khu phố A, phường L, thành phố T, Thành phố Hồ Chí Minh. 
1.3. Bà Nguyễn Thị Thúy T1, sinh năm 1974; địa chỉ: G Park Riverside đường B, phường P, thành phố T, Thành phố Hồ Chí Minh. 
2/- Bị đơn: Ông Trịnh Văn X, sinh năm: 1949; địa chỉ: Lô B, Đường C, khu phố G, thị trấn C, huyện C, Tp .
Người đại diện theo uỷ quyền: Bà Nguyễn Thị Tuyết D, sinh năm 1974; địa chỉ: Số B Khu phố M, thị trấn C, huyện C, Thành phố Hồ Chí Minh.",https://congbobanan.toaan.gov.vn/5ta1739497t1cvn/QDHBASTDCVA__5.pdf
Quyết định:số 1090 ngày 30/12/2024 của TAND TP. Hồ Chí Minh(19.03.2025),https://congbobanan.toaan.gov.vn/2ta1739519t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng mua bán nhà,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:- Nguyên đơn: Ông Nguyễn Đình B, sinh năm 1985; địa chỉ cư trú: 2 đường H, Phường E, thành phố Đ, tỉnh Lâm Đồng.
Người đại diện theo ủy quyền: Ông Nguyễn Văn T, sinh năm 1986; địa chỉ: Căn hộ A Chung cư M, đường số A, xã B, huyện B, Thành phố Hồ Chí Minh.
- Bị đơn: Công ty cổ phần Đ; địa chỉ trụ sở: Số A Đường số A, Khu dân cư V, Ấp C, xã T, huyện B, Thành phố Hồ Chí Minh.
Người đại diện theo pháp luật: Ông Trần Nam K, chức danh: Tổng giám đốc.",https://congbobanan.toaan.gov.vn/5ta1739519t1cvn/QDHBASTDCVA__4.pdf
Bản án:số 927 ngày 14/11/2024 của TAND TP. Hồ Chí Minh(19.03.2025),https://congbobanan.toaan.gov.vn/2ta1739555t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về chia tài sản chung,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:1. Nguyên đơn: Ông Lương Minh K, sinh năm 1960; địa chỉ: Số C H, Phường I, Quận H, Thành phố Hồ Chí Minh.
Người đại diện theo ủy quyền: Ông Nguyễn Trường N, sinh năm 1984; địa chỉ: Số I L, Phường E, Quận H, Thành phố Hồ Chí Minh 
2. Bị đơn: Ông Lương Minh C, sinh năm 1950; địa chỉ: Số A A (lầu 2 + Gác lửng) đường H, Phường I, Quận E, Thành phố Hồ Chí Minh.",https://congbobanan.toaan.gov.vn/5ta1739555t1cvn/BAST__6.pdf
Quyết định:số 904 ngày 23/10/2024 của TAND TP. Hồ Chí Minh(14.03.2025),https://congbobanan.toaan.gov.vn/2ta1732938t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp thừa kế quyền sử dụng đất,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Đình chỉ xét xử phúc thẩm vụ án dân sự thụ lý số: 753/TLPT-DS ngày 09 tháng 10 năm 2024 về việc: “Tranh chấp thừa kế, tranh chấp hợp đồng chuyển nhượng quyền sử dụng đất và yêu cầu hủy giấy chứng nhận quyền sử dụng đất”",https://congbobanan.toaan.gov.vn/5ta1732938t1cvn/904__QDPTDS__2024__KO_AD_ANLE__23102024.pdf
Quyết định:số 253 ngày 02/05/2024 của TAND TP. Hồ Chí Minh(14.03.2025),https://congbobanan.toaan.gov.vn/2ta1732935t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng mua bán nhà,Sơ thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Đình chỉ giải quyết vụ án dân sự sơ thẩm thụ lý số: 259/2024/TLST-DS ngày 05 tháng 4 năm 2024, về việc “Tranh chấp hợp đồng mua bán”",https://congbobanan.toaan.gov.vn/5ta1732935t1cvn/253__QDSTDS__2024__KO_AD_ANLE__0262024.pdf
